race,race_name,stage_number,stage,stage_date,distance,elev_gain,climb_urls,startlist_quality,profile_score,finish_type
race/vuelta-a-espana/2020,La Vuelta ciclista a España,10,race/vuelta-a-espana/2020/stage-10,2020-10-30,185.0,2302,[],692,84,Sprint of small group
race/vuelta-a-espana/2020,La Vuelta ciclista a España,11,race/vuelta-a-espana/2020/stage-11,2020-10-31,170.0,5098,[],692,435,0.5 km solo
race/vuelta-a-espana/2020,La Vuelta ciclista a España,12,race/vuelta-a-espana/2020/stage-12,2020-11-01,109.4,3125,[],692,452,1 km solo
race/vuelta-a-espana/2020,La Vuelta ciclista a España,13,race/vuelta-a-espana/2020/stage-13,2020-11-03,33.7,536,[],692,65,Time Trial
race/vuelta-a-espana/2020,La Vuelta ciclista a España,14,race/vuelta-a-espana/2020/stage-14,2020-11-04,204.7,3057,[],692,100,0.3 km solo
race/vuelta-a-espana/2020,La Vuelta ciclista a España,15,race/vuelta-a-espana/2020/stage-15,2020-11-05,230.8,4448,[],692,158,Sprint of large group
race/vuelta-a-espana/2020,La Vuelta ciclista a España,16,race/vuelta-a-espana/2020/stage-16,2020-11-06,162.0,2762,[],692,122,Sprint of large group
race/vuelta-a-espana/2020,La Vuelta ciclista a España,17,race/vuelta-a-espana/2020/stage-17,2020-11-07,178.2,4365,[],692,316,4 km solo
race/vuelta-a-espana/2020,La Vuelta ciclista a España,18,race/vuelta-a-espana/2020/stage-18,2020-11-08,139.6,1492,[],692,30,Sprint of large group
race/vuelta-a-espana/2021,La Vuelta ciclista a España,1,race/vuelta-a-espana/2021/stage-1,2021-08-14,7.1,87,['location/mirador-del-castillo'],1023,9,Time Trial
race/vuelta-a-espana/2021,La Vuelta ciclista a España,2,race/vuelta-a-espana/2021/stage-2,2021-08-15,166.7,1049,[],1023,10,Sprint of large group
race/vuelta-a-espana/2021,La Vuelta ciclista a España,3,race/vuelta-a-espana/2021/stage-3,2021-08-16,202.8,2787,"['location/el-manquillo', 'location/alto-de-bocos', 'location/picon-blanco']",1023,232,2.8 km solo
race/vuelta-a-espana/2021,La Vuelta ciclista a España,4,race/vuelta-a-espana/2021/stage-4,2021-08-17,163.9,1534,[],1023,23,Sprint of large group
race/vuelta-a-espana/2021,La Vuelta ciclista a España,5,race/vuelta-a-espana/2021/stage-5,2021-08-18,184.4,640,[],1023,2,Sprint of large group
race/vuelta-a-espana/2021,La Vuelta ciclista a España,6,race/vuelta-a-espana/2021/stage-6,2021-08-19,158.3,902,['location/alto-de-la-montana-de-cullera'],1023,50,0.77 km solo
race/vuelta-a-espana/2021,La Vuelta ciclista a España,7,race/vuelta-a-espana/2021/stage-7,2021-08-20,152.0,3744,"['location/puerto-la-llacuna', 'location/puerto-de-benilloba', 'location/puerto-de-tudons', 'location/puerto-el-collao', 'location/puerto-de-tibi', 'location/balcon-de-alicante']",1023,272,3.2 km solo
race/vuelta-a-espana/2021,La Vuelta ciclista a España,8,race/vuelta-a-espana/2021/stage-8,2021-08-21,173.7,923,[],1023,23,Sprint of large group
race/vuelta-a-espana/2021,La Vuelta ciclista a España,9,race/vuelta-a-espana/2021/stage-9,2021-08-22,188.0,4725,"['location/alto-de-cuatro-vientos', 'location/alto-collado-venta-luisa', 'location/alto-de-castro-de-filabres', 'location/alto-de-velefique']",1023,348,71.1 km solo
race/vuelta-a-espana/2021,La Vuelta ciclista a España,10,race/vuelta-a-espana/2021/stage-10,2021-08-24,189.0,2390,['location/puerto-de-almachar'],1023,134,19 km solo
race/vuelta-a-espana/2021,La Vuelta ciclista a España,11,race/vuelta-a-espana/2021/stage-11,2021-08-25,133.6,2647,['location/puerto-de-locubin'],1023,155,Sprint à deux
race/vuelta-a-espana/2021,La Vuelta ciclista a España,12,race/vuelta-a-espana/2021/stage-12,2021-08-26,175.0,2018,"['location/alto-de-san-jeronimo', 'location/alto-del-catorce-por-ciento']",1023,107,Sprint of large group
race/vuelta-a-espana/2021,La Vuelta ciclista a España,13,race/vuelta-a-espana/2021/stage-13,2021-08-27,203.7,1645,[],1023,22,Sprint of small group
race/vuelta-a-espana/2021,La Vuelta ciclista a España,14,race/vuelta-a-espana/2021/stage-14,2021-08-28,165.7,3448,"['location/puerto-berzocana', 'location/puerto-collado-de-ballesteros', 'location/pico-villuercas']",1023,288,6 km solo
race/vuelta-a-espana/2021,La Vuelta ciclista a España,15,race/vuelta-a-espana/2021/stage-15,2021-08-29,197.5,3860,"['location/alto-de-la-centenera', 'location/puerto-de-pedro-bernardo', 'location/puerto-de-mijares', 'location/puerto-san-juan-de-nava']",1023,167,87.3 km solo
race/vuelta-a-espana/2021,La Vuelta ciclista a España,16,race/vuelta-a-espana/2021/stage-16,2021-08-31,180.0,2279,['location/alto-de-hijas'],1023,81,Sprint of large group
race/vuelta-a-espana/2021,La Vuelta ciclista a España,17,race/vuelta-a-espana/2021/stage-17,2021-09-01,185.8,4519,"['location/alto-de-ortiguero', 'location/la-collada-llomena', 'location/lagos-de-covadonga']",1023,366,7.5 km solo
race/vuelta-a-espana/2021,La Vuelta ciclista a España,18,race/vuelta-a-espana/2021/stage-18,2021-09-02,162.6,4951,"['location/puerto-de-san-lorenzo', 'location/alto-de-la-cobertoria', 'location/alto-del-cordal', 'location/altu-d-el-gamoniteiru']",1023,509,2.7 km solo
race/vuelta-a-espana/2021,La Vuelta ciclista a España,19,race/vuelta-a-espana/2021/stage-19,2021-09-03,191.2,3540,"['location/alto-da-sela-d-entorcisa', 'location/alto-da-garganta', 'location/alto-de-barbeitos']",1023,98,Sprint of small group
race/vuelta-a-espana/2021,La Vuelta ciclista a España,20,race/vuelta-a-espana/2021/stage-20,2021-09-04,202.2,4214,"['location/alto-de-vilachan', 'location/alto-de-mabia', 'location/alto-de-mougas', 'location/alto-de-prado', 'location/castro-de-herville']",1023,251,1.7 km solo
race/vuelta-a-espana/2021,La Vuelta ciclista a España,21,race/vuelta-a-espana/2021/stage-21,2021-09-05,33.8,641,[],1023,56,Time Trial
race/vuelta-a-espana/2022,La Vuelta ciclista a España,1,race/vuelta-a-espana/2022/stage-1,2022-08-19,23.3,31,[],968,0,Time Trial
race/vuelta-a-espana/2022,La Vuelta ciclista a España,2,race/vuelta-a-espana/2022/stage-2,2022-08-20,175.1,518,['location/amerongse-berg'],968,10,Sprint of large group
race/vuelta-a-espana/2022,La Vuelta ciclista a España,3,race/vuelta-a-espana/2022/stage-3,2022-08-21,193.2,255,['location/rijzendeweg'],968,0,Sprint of large group
race/vuelta-a-espana/2022,La Vuelta ciclista a España,4,race/vuelta-a-espana/2022/stage-4,2022-08-23,152.5,2319,"['location/alto-de-opakua', 'location/alto-de-la-herrera']",968,133,Sprint of large group
race/vuelta-a-espana/2022,La Vuelta ciclista a España,5,race/vuelta-a-espana/2022/stage-5,2022-08-24,187.2,2978,"['location/alto-de-gontzegaraine', 'location/balcon-de-bizkaia', 'location/alto-de-morga', 'location/alto-el-vivero']",968,162,15.4 km solo
race/vuelta-a-espana/2022,La Vuelta ciclista a España,6,race/vuelta-a-espana/2022/stage-6,2022-08-25,181.2,4120,"['location/puerto-de-alisas', 'location/collada-de-brenes', 'location/pico-jano']",968,294,6.5 km solo
race/vuelta-a-espana/2022,La Vuelta ciclista a España,7,race/vuelta-a-espana/2022/stage-7,2022-08-26,190.0,3359,['location/puerto-de-san-glorio'],968,112,Sprint of small group
race/vuelta-a-espana/2022,La Vuelta ciclista a España,8,race/vuelta-a-espana/2022/stage-8,2022-08-27,153.4,3741,"['location/alto-de-la-colladona', 'location/alto-de-la-mozqueta', 'location/alto-de-santo-emiliano', 'location/alto-de-tenebredo', 'location/puerto-de-perlavia', 'location/collau-fancuaya']",968,335,5.9 km solo
race/vuelta-a-espana/2022,La Vuelta ciclista a España,9,race/vuelta-a-espana/2022/stage-9,2022-08-28,171.4,3675,"['location/alto-del-torno', 'location/mirador-del-fito', 'location/alto-de-la-llama', 'location/alto-de-la-campa', 'location/alto-les-praeres']",968,242,2.5 km solo
race/vuelta-a-espana/2022,La Vuelta ciclista a España,10,race/vuelta-a-espana/2022/stage-10,2022-08-30,30.9,179,[],968,4,Time Trial
race/vuelta-a-espana/2022,La Vuelta ciclista a España,11,race/vuelta-a-espana/2022/stage-11,2022-08-31,191.2,1592,[],968,38,Sprint of large group
race/vuelta-a-espana/2022,La Vuelta ciclista a España,12,race/vuelta-a-espana/2022/stage-12,2022-09-01,192.7,3238,['location/alto-de-penas-blancas'],968,273,1.9 km solo
race/vuelta-a-espana/2022,La Vuelta ciclista a España,13,race/vuelta-a-espana/2022/stage-13,2022-09-02,168.4,1766,[],968,54,Sprint of large group
race/vuelta-a-espana/2022,La Vuelta ciclista a España,14,race/vuelta-a-espana/2022/stage-14,2022-09-03,160.3,3312,"['location/puerto-de-siete-pilillas', 'location/puerto-de-los-villares', 'location/sierra-de-la-pandera']",968,278,3.3 km solo
race/vuelta-a-espana/2022,La Vuelta ciclista a España,15,race/vuelta-a-espana/2022/stage-15,2022-09-04,152.6,4033,"['location/puerto-del-castillo', 'location/alto-del-purche', 'location/sierra-nevada']",968,407,6.5 km solo
race/vuelta-a-espana/2022,La Vuelta ciclista a España,16,race/vuelta-a-espana/2022/stage-16,2022-09-06,189.4,1076,[],968,28,Sprint of small group
race/vuelta-a-espana/2022,La Vuelta ciclista a España,17,race/vuelta-a-espana/2022/stage-17,2022-09-07,162.3,2755,['location/monasterio-de-tentudia'],968,161,Sprint of small group
race/vuelta-a-espana/2022,La Vuelta ciclista a España,18,race/vuelta-a-espana/2022/stage-18,2022-09-08,192.0,3680,"['location/alto-de-la-desespera', 'location/alto-del-piornal']",968,214,Sprint of small group
race/vuelta-a-espana/2022,La Vuelta ciclista a España,19,race/vuelta-a-espana/2022/stage-19,2022-09-09,138.3,2278,['location/puerto-del-pielago'],968,101,Sprint of large group
race/vuelta-a-espana/2022,La Vuelta ciclista a España,20,race/vuelta-a-espana/2022/stage-20,2022-09-10,181.0,3977,"['location/puerto-de-navacerrada', 'location/puerto-de-navafria', 'location/puerto-de-canencia', 'location/puerto-de-la-morcuera', 'location/puerto-de-los-cotos']",968,216,7.2 km solo
race/vuelta-a-espana/2022,La Vuelta ciclista a España,21,race/vuelta-a-espana/2022/stage-21,2022-09-11,96.7,773,[],968,10,Sprint of large group
race/paris-nice/2018,Paris-Nice,1,race/paris-nice/2018/stage-1,2018-03-04,135.0,1224,"['location/cote-de-17-tournants', 'location/cote-de-meridon', 'location/cote-de-meudon']",936,46,Sprint of large group
race/paris-nice/2018,Paris-Nice,2,race/paris-nice/2018/stage-2,2018-03-05,187.0,640,[],936,4,Sprint of large group
race/paris-nice/2018,Paris-Nice,3,race/paris-nice/2018/stage-3,2018-03-06,210.0,2380,"['location/cote-de-la-bosse', 'location/cotes-des-boulards', 'location/cote-de-charbinnieres']",936,79,Sprint of 70 riders
race/paris-nice/2018,Paris-Nice,4,race/paris-nice/2018/stage-4,2018-03-07,18.4,383,[],936,30,Time Trial
race/paris-nice/2018,Paris-Nice,5,race/paris-nice/2018/stage-5,2018-03-08,163.5,2611,"['location/col-du-pointu', 'location/col-de-lagarde-d-apt', 'location/col-du-negron', 'location/cote-de-la-marquise']",936,94,Sprint à deux
race/paris-nice/2018,Paris-Nice,6,race/paris-nice/2018/stage-6,2018-03-09,198.0,3189,"['location/col-de-luens', 'location/col-bas', 'location/cote-de-cipieres', 'location/gourdon', 'location/cote-de-la-colle-sur-loup']",936,153,1.3 km solo
race/paris-nice/2018,Paris-Nice,7,race/paris-nice/2018/stage-7,2018-03-10,175.0,4044,"['location/cote-de-gattieres', 'location/cote-de-la-sainte-baume2', 'location/col-de-saint-raphael', 'location/cote-de-villars-sur-var', 'location/col-saint-martin']",936,274,1.5 km solo
race/paris-nice/2018,Paris-Nice,8,race/paris-nice/2018/stage-8,2018-03-11,110.0,2165,"['location/cote-de-levens', 'location/cote-de-chateauneuf-de-contes', 'location/cote-de-calaison', 'location/cote-de-peille', 'location/col-d-eze', 'location/col-des-quatre-chemins']",936,145,Sprint à deux
race/paris-nice/2019,Paris-Nice,1,race/paris-nice/2019/stage-1,2019-03-10,138.5,1107,"['location/cote-de-beynes', 'location/cote-de-beule']",1099,26,Sprint of large group
race/paris-nice/2019,Paris-Nice,2,race/paris-nice/2019/stage-2,2019-03-11,163.5,753,"['location/cote-de-senlisse', 'location/cote-des-granges-le-roi']",1099,7,Sprint of 35 riders
race/paris-nice/2019,Paris-Nice,3,race/paris-nice/2019/stage-3,2019-03-12,200.0,896,[],1099,5,Sprint of large group
race/paris-nice/2019,Paris-Nice,4,race/paris-nice/2019/stage-4,2019-03-13,212.0,2969,"['location/cote-de-cheval-rigon', 'location/cote-de-treves', 'location/cote-de-condrieu', 'location/cote-de-saint-michel-sur-rhone', 'location/cote-de-chavanay']",1099,110,0.9 km solo
race/paris-nice/2019,Paris-Nice,5,race/paris-nice/2019/stage-5,2019-03-14,25.5,157,[],1099,8,Time Trial
race/paris-nice/2019,Paris-Nice,6,race/paris-nice/2019/stage-6,2019-03-15,176.5,2029,"['location/cote-de-la-sainte-baume', 'location/cote-de-mazaugues', 'location/cote-de-sainte-philomene']",1099,57,Sprint of large group
race/paris-nice/2019,Paris-Nice,7,race/paris-nice/2019/stage-7,2019-03-16,181.5,4332,"['location/cote-de-gattieres', 'location/gourdon', 'location/cote-de-coursegoules', 'location/cote-de-gilette', 'location/cote-de-pelasque', 'location/col-de-turini']",1099,351,0.1 km solo
race/paris-nice/2019,Paris-Nice,8,race/paris-nice/2019/stage-8,2019-03-17,110.0,2165,"['location/cote-de-levens', 'location/cote-de-chateauneuf-de-contes', 'location/cote-de-calaison', 'location/cote-de-peille', 'location/col-d-eze', 'location/col-des-quatre-chemins']",1099,145,12.7 km solo
race/paris-nice/2021,Paris-Nice,1,race/paris-nice/2021/stage-1,2021-03-07,165.8,1525,"['location/cote-de-senlisse', 'location/cote-de-meridon']",1044,49,Sprint of large group
race/paris-nice/2021,Paris-Nice,2,race/paris-nice/2021/stage-2,2021-03-08,188.0,1057,['location/cote-des-granges-le-roi'],1044,8,Sprint of large group
race/paris-nice/2021,Paris-Nice,3,race/paris-nice/2021/stage-3,2021-03-09,14.4,102,[],1044,13,Time Trial
race/paris-nice/2021,Paris-Nice,4,race/paris-nice/2021/stage-4,2021-03-10,187.6,3540,"['location/col-des-chevres', 'location/col-de-la-pistole', 'location/cote-de-croix-de-montmain', 'location/cote-de-la-roche-de-solutre', 'location/mont-brouilly', 'location/chiroubles']",1044,239,3 km solo
race/paris-nice/2021,Paris-Nice,5,race/paris-nice/2021/stage-5,2021-03-11,200.2,926,['location/cote-de-saint-restitut'],1044,18,Sprint of large group
race/paris-nice/2021,Paris-Nice,6,race/paris-nice/2021/stage-6,2021-03-12,202.4,3181,"['location/cote-des-tuilieres', 'location/cote-de-mont-meaulx', 'location/cote-de-cabris', 'location/col-du-ferrier', 'location/gourdon']",1044,125,Sprint of large group
race/paris-nice/2021,Paris-Nice,7,race/paris-nice/2021/stage-7,2021-03-13,119.2,3127,"['location/cote-de-gilette', 'location/col-de-la-sigale', 'location/cote-de-saint-antonin', 'location/col-saint-martin']",1044,251,Sprint of small group
race/paris-nice/2021,Paris-Nice,8,race/paris-nice/2021/stage-8,2021-03-14,92.7,2007,['location/cote-de-duranus'],1044,167,Sprint of small group
race/paris-nice/2022,Paris-Nice,1,race/paris-nice/2022/stage-1,2022-03-06,159.8,1723,"['location/cote-de-vetheuil', 'location/cote-de-la-route-des-cretes', 'location/cote-de-breuil-bois-robert']",1182,56,Other
race/paris-nice/2022,Paris-Nice,2,race/paris-nice/2022/stage-2,2022-03-07,159.2,707,"['location/cote-de-17-tournants', 'location/cote-de-choisel']",1182,8,Sprint of large group
race/paris-nice/2022,Paris-Nice,3,race/paris-nice/2022/stage-3,2022-03-08,190.8,1929,"['location/cote-d-eguzon', 'location/cote-de-crozant', 'location/cote-de-le-peyroux']",1182,63,Sprint of large group
race/paris-nice/2022,Paris-Nice,4,race/paris-nice/2022/stage-4,2022-03-09,13.4,188,['location/cote-de-la-rue-buffon'],1182,18,Time Trial
race/paris-nice/2022,Paris-Nice,5,race/paris-nice/2022/stage-5,2022-03-10,188.8,3408,"['location/col-de-la-croix-de-chaubouret', 'location/cote-de-saint-jeure-d-ay', 'location/cote-de-saint-romain-de-lerps', 'location/cote-de-toulaud', 'location/col-de-la-mure']",1182,188,38.7 km solo
race/paris-nice/2022,Paris-Nice,6,race/paris-nice/2022/stage-6,2022-03-11,213.6,2878,"['location/col-de-murs', 'location/col-de-sambuc', 'location/col-des-portes-aix-en-provence', 'location/pas-de-la-couelle', 'location/col-de-l-espigoulier']",1182,97,9.1 km solo
race/paris-nice/2022,Paris-Nice,7,race/paris-nice/2022/stage-7,2022-03-12,155.2,3582,"['location/cote-de-coursegoules', 'location/col-de-turini']",1182,303,Sprint of small group
race/paris-nice/2022,Paris-Nice,8,race/paris-nice/2022/stage-8,2022-03-13,115.6,2436,"['location/cote-de-levens', 'location/col-de-chateauneuf', 'location/col-de-berre-les-alpes', 'location/cote-de-peille', 'location/col-d-eze']",1182,184,19.2 km solo
race/volta-a-catalunya/2018,Volta Ciclista a Catalunya,1,race/volta-a-catalunya/2018/stage-1,2018-03-19,152.3,2612,['location/port-de-collsacreu'],659,94,Sprint of large group
race/volta-a-catalunya/2018,Volta Ciclista a Catalunya,2,race/volta-a-catalunya/2018/stage-2,2018-03-20,175.6,3221,"['location/port-de-la-font-de-la-cera', 'location/coll-de-lilla']",659,118,Sprint of large group
race/volta-a-catalunya/2018,Volta Ciclista a Catalunya,3,race/volta-a-catalunya/2018/stage-3,2018-03-21,153.2,2782,"['location/coll-de-bracons', 'location/port-de-collabos']",659,119,? km solo
race/volta-a-catalunya/2018,Volta Ciclista a Catalunya,4,race/volta-a-catalunya/2018/stage-4,2018-03-22,170.8,4173,"['location/port-d-el-jou', 'location/port-de-la-creueta', 'location/la-molina-alp']",659,290,Sprint à deux
race/volta-a-catalunya/2018,Volta Ciclista a Catalunya,5,race/volta-a-catalunya/2018/stage-5,2018-03-23,212.9,3681,"['location/port-del-canto', 'location/port-de-la-creu-de-perves']",659,170,0.8 km solo
race/volta-a-catalunya/2018,Volta Ciclista a Catalunya,6,race/volta-a-catalunya/2018/stage-6,2018-03-24,117.0,1469,['location/port-d-ager'],659,52,Sprint à deux
race/volta-a-catalunya/2018,Volta Ciclista a Catalunya,7,race/volta-a-catalunya/2018/stage-7,2018-03-25,154.8,2008,"['location/port-d-ullastrell', 'location/port-de-corbera', 'location/montjuic']",659,118,5.3 km solo
race/volta-a-catalunya/2019,Volta Ciclista a Catalunya,1,race/volta-a-catalunya/2019/stage-1,2019-03-25,163.7,3015,"['location/port-de-collsacreu', 'location/port-de-santa-fe-del-montseny', 'location/alt-el-muntanya', 'location/coll-formic']",918,105,60 km solo
race/volta-a-catalunya/2019,Volta Ciclista a Catalunya,2,race/volta-a-catalunya/2019/stage-2,2019-03-26,166.7,1725,"['location/alt-de-can-bordoi', 'location/alt-de-santa-pellaia', 'location/alt-de-romanya']",918,57,Sprint of large group
race/volta-a-catalunya/2019,Volta Ciclista a Catalunya,3,race/volta-a-catalunya/2019/stage-3,2019-03-27,179.0,3899,"['location/alt-de-la-ganga', 'location/port-d-oix', 'location/port-de-rocabruna', 'location/vallter-2000-setcases']",918,304,Sprint of small group
race/volta-a-catalunya/2019,Volta Ciclista a Catalunya,4,race/volta-a-catalunya/2019/stage-4,2019-03-28,150.3,3500,"['location/coll-de-coubet', 'location/port-de-la-creueta', 'location/la-molina-alp']",918,228,? km solo
race/volta-a-catalunya/2019,Volta Ciclista a Catalunya,5,race/volta-a-catalunya/2019/stage-5,2019-03-29,188.1,2705,"['location/port-de-la-collada-de-toses', 'location/collet-de-sant-agusti']",918,81,11.5 km solo
race/volta-a-catalunya/2019,Volta Ciclista a Catalunya,6,race/volta-a-catalunya/2019/stage-6,2019-03-30,169.1,2025,"['location/coll-d-albarca', 'location/coll-d-alforja']",918,43,Sprint of large group
race/volta-a-catalunya/2019,Volta Ciclista a Catalunya,7,race/volta-a-catalunya/2019/stage-7,2019-03-31,143.1,2225,"['location/coll-de-la-creu-d-ordal', 'location/montjuic']",918,118,? km solo
race/volta-a-catalunya/2021,Volta Ciclista a Catalunya,1,race/volta-a-catalunya/2021/stage-1,2021-03-22,178.4,2819,"['location/port-de-les-guilleries', 'location/port-de-santa-fe-del-montseny', 'location/port-de-collsacreu']",772,97,Sprint of small group
race/volta-a-catalunya/2021,Volta Ciclista a Catalunya,2,race/volta-a-catalunya/2021/stage-2,2021-03-23,18.5,198,[],772,12,Time Trial
race/volta-a-catalunya/2021,Volta Ciclista a Catalunya,3,race/volta-a-catalunya/2021/stage-3,2021-03-24,203.1,3755,['location/vallter-2000-setcases'],772,229,1.5 km solo
race/volta-a-catalunya/2021,Volta Ciclista a Catalunya,4,race/volta-a-catalunya/2021/stage-4,2021-03-25,166.5,3980,"['location/port-de-la-collada-de-toses', 'location/port-del-canto', 'location/port-aine']",772,312,7 km solo
race/volta-a-catalunya/2021,Volta Ciclista a Catalunya,5,race/volta-a-catalunya/2021/stage-5,2021-03-26,201.1,2952,"['location/coll-de-comiols', 'location/puerto-de-monserrat']",772,115,12 km solo
race/volta-a-catalunya/2021,Volta Ciclista a Catalunya,6,race/volta-a-catalunya/2021/stage-6,2021-03-27,193.8,2671,"['location/port-d-ullastrell', 'location/alt-el-collet']",772,68,Sprint of large group
race/volta-a-catalunya/2021,Volta Ciclista a Catalunya,7,race/volta-a-catalunya/2021/stage-7,2021-03-28,133.0,2402,"['location/coll-de-la-creu-d-ordal', 'location/montjuic']",772,194,5.2 km solo
race/volta-a-catalunya/2022,Volta Ciclista a Catalunya,1,race/volta-a-catalunya/2022/stage-1,2022-03-21,171.2,1688,"['location/alt-de-santa-pellaia', 'location/alt-de-la-ganga', 'location/alt-de-romanya']",722,58,Sprint of large group
race/volta-a-catalunya/2022,Volta Ciclista a Catalunya,2,race/volta-a-catalunya/2022/stage-2,2022-03-22,202.4,2166,"['location/coll-de-sa-perafita', 'location/coll-del-frare', 'location/coll-dels-belitres']",722,57,Sprint of large group
race/volta-a-catalunya/2022,Volta Ciclista a Catalunya,3,race/volta-a-catalunya/2022/stage-3,2022-03-23,161.1,3394,"['location/montee-de-mont-louis', 'location/port-de-la-collada-de-toses', 'location/la-molina-alp']",722,175,7.2 km solo
race/volta-a-catalunya/2022,Volta Ciclista a Catalunya,4,race/volta-a-catalunya/2022/stage-4,2022-03-24,166.7,3538,"['location/coll-de-boixols', 'location/port-de-la-creu-de-perves', 'location/boi-taull']",722,221,Sprint of small group
race/volta-a-catalunya/2022,Volta Ciclista a Catalunya,5,race/volta-a-catalunya/2022/stage-5,2022-03-25,206.3,2478,['location/coll-de-comiols'],722,57,Sprint of large group
race/volta-a-catalunya/2022,Volta Ciclista a Catalunya,6,race/volta-a-catalunya/2022/stage-6,2022-03-26,168.6,2706,"['location/coll-de-les-llebres', 'location/coll-de-capafonts', 'location/coll-de-la-teixeta']",722,90,Sprint à deux
race/volta-a-catalunya/2022,Volta Ciclista a Catalunya,7,race/volta-a-catalunya/2022/stage-7,2022-03-27,138.6,2121,['location/montjuic'],722,154,Sprint of small group
race/volta-a-catalunya/2023,Volta Ciclista a Catalunya,1,race/volta-a-catalunya/2023/stage-1,2023-03-20,164.6,2091,"['location/alt-de-santa-pellaia', 'location/alt-de-els-angels', 'location/alt-de-la-ganga', 'location/alt-de-romanya']",704,72,Sprint of small group
race/volta-a-catalunya/2023,Volta Ciclista a Catalunya,2,race/volta-a-catalunya/2023/stage-2,2023-03-21,165.4,3291,"['location/alt-de-can-bordoi', 'location/coll-de-coubet', 'location/vallter-2000-setcases']",704,238,Sprint of small group
race/volta-a-catalunya/2023,Volta Ciclista a Catalunya,3,race/volta-a-catalunya/2023/stage-3,2023-03-22,180.6,3998,"['location/coll-de-coubet', 'location/port-de-la-creueta', 'location/la-molina-alp']",704,230,Sprint à deux
race/volta-a-catalunya/2023,Volta Ciclista a Catalunya,4,race/volta-a-catalunya/2023/stage-4,2023-03-23,188.2,2437,"['location/la-molina-alp', 'location/collet-de-sant-agusti', 'location/coll-de-lligabosses']",704,89,Sprint of large group
race/volta-a-catalunya/2023,Volta Ciclista a Catalunya,5,race/volta-a-catalunya/2023/stage-5,2023-03-24,176.6,2644,"['location/alt-de-bot', 'location/coll-de-som', 'location/lo-port']",704,209,Sprint à deux
race/volta-a-catalunya/2023,Volta Ciclista a Catalunya,6,race/volta-a-catalunya/2023/stage-6,2023-03-25,174.1,2534,['location/alt-de-la-creu-d-aragall'],704,96,Sprint of large group
race/volta-a-catalunya/2023,Volta Ciclista a Catalunya,7,race/volta-a-catalunya/2023/stage-7,2023-03-26,135.8,1842,"['location/alt-de-begues', 'location/montjuic']",704,160,Sprint à deux
race/dauphine/2018,Critérium du Dauphiné,1,race/dauphine/2018/prologue,2018-06-03,6.6,30,[],762,0,Time Trial
race/dauphine/2018,Critérium du Dauphiné,2,race/dauphine/2018/stage-1,2018-06-04,179.0,2841,[],762,94,Sprint of large group
race/dauphine/2018,Critérium du Dauphiné,3,race/dauphine/2018/stage-2,2018-06-05,181.0,2336,[],762,77,Sprint of large group
race/dauphine/2018,Critérium du Dauphiné,4,race/dauphine/2018/stage-3,2018-06-06,35.0,207,[],762,4,Time Trial
race/dauphine/2018,Critérium du Dauphiné,5,race/dauphine/2018/stage-4,2018-06-07,181.0,3227,[],762,253,Sprint of 11 riders
race/dauphine/2018,Critérium du Dauphiné,6,race/dauphine/2018/stage-5,2018-06-08,130.0,2635,[],762,200,3.1 km solo
race/dauphine/2018,Critérium du Dauphiné,7,race/dauphine/2018/stage-6,2018-06-09,110.0,4187,[],762,351,8.1 km solo
race/dauphine/2018,Critérium du Dauphiné,8,race/dauphine/2018/stage-7,2018-06-10,136.0,4222,[],762,339,Sprint à deux
race/dauphine/2019,Critérium du Dauphiné,1,race/dauphine/2019/stage-1,2019-06-09,142.0,2500,[],973,126,Sprint of large group
race/dauphine/2019,Critérium du Dauphiné,2,race/dauphine/2019/stage-2,2019-06-10,180.0,3127,[],973,163,Sprint à deux
race/dauphine/2019,Critérium du Dauphiné,3,race/dauphine/2019/stage-3,2019-06-11,177.0,1424,[],973,29,Sprint of large group
race/dauphine/2019,Critérium du Dauphiné,4,race/dauphine/2019/stage-4,2019-06-12,26.1,341,[],973,28,Time Trial
race/dauphine/2019,Critérium du Dauphiné,5,race/dauphine/2019/stage-5,2019-06-13,201.0,2098,[],973,36,Sprint of large group
race/dauphine/2019,Critérium du Dauphiné,6,race/dauphine/2019/stage-6,2019-06-14,229.0,3715,[],973,162,Sprint à deux
race/dauphine/2019,Critérium du Dauphiné,7,race/dauphine/2019/stage-7,2019-06-15,133.5,4343,[],973,413,Sprint of small group
race/dauphine/2019,Critérium du Dauphiné,8,race/dauphine/2019/stage-8,2019-06-16,113.5,2993,[],973,209,Sprint à deux
race/dauphine/2020,Critérium du Dauphiné,1,race/dauphine/2020/stage-1,2020-08-12,218.5,3575,[],1243,128,Sprint of large group
race/dauphine/2020,Critérium du Dauphiné,2,race/dauphine/2020/stage-2,2020-08-13,135.0,2878,[],1243,309,0.65 km solo
race/dauphine/2020,Critérium du Dauphiné,3,race/dauphine/2020/stage-3,2020-08-14,157.0,3472,[],1243,308,65 km solo
race/dauphine/2020,Critérium du Dauphiné,4,race/dauphine/2020/stage-4,2020-08-15,148.5,4669,[],1243,322,4.5 km solo
race/dauphine/2020,Critérium du Dauphiné,5,race/dauphine/2020/stage-5,2020-08-16,142.5,4391,[],1243,310,8.8 km solo
